ref.py,Correct\001.py,0.439,26.34,78
ref.py,Correct\002.py,1.0,100.0,96
ref.py,Correct\003.py,1.0,100.0,98
ref.py,Correct\004.py,0.85,85.0,97
ref.py,Correct\005.py,0.8430000000000001,50.580000000000005,95
ref.py,Correct\006.py,0.8430000000000001,50.580000000000005,97
ref.py,Correct\007.py,0.51,30.6,94
ref.py,Correct\008.py,0.646,38.76,95
ref.py,Correct\009.py,0.646,38.76,93
ref.py,Correct\010.py,0.511,51.1,95
ref.py,Correct\011.py,0.624,37.44,99
ref.py,Correct\012.py,0.8690000000000001,86.9,99
ref.py,Correct\013.py,0.658,39.480000000000004,94
ref.py,Correct\014.py,0.59,59.0,96
ref.py,Correct\015.py,0.453,27.18,97
ref.py,Correct\016.py,0.8510000000000001,51.06,98
ref.py,Correct\017.py,0.8510000000000001,51.06,94
ref.py,Correct\018.py,0.6829999999999999,40.98,97
ref.py,Correct\019.py,0.729,43.74,97
ref.py,Correct\020.py,0.5630000000000001,56.300000000000004,97
ref.py,Correct\021.py,0.62,37.2,94
ref.py,Correct\022.py,0.486,29.16,88
ref.py,Correct\023.py,0.8690000000000001,86.9,96
ref.py,Correct\024.py,1.0,100.0,98
ref.py,Correct\025.py,0.65,39.0,94
ref.py,Correct\026.py,0.878,87.8,98
ref.py,Correct\027.py,0.408,40.8,97
ref.py,Correct\028.py,0.747,44.82,91
ref.py,Correct\029.py,0.445,26.7,93
ref.py,Correct\001.py,0.508,30.48,78
ref.py,Correct\002.py,1.0,100.0,96
ref.py,Correct\003.py,1.0,100.0,98
ref.py,Correct\004.py,0.84,84.0,97
ref.py,Correct\005.py,0.8310000000000001,49.86000000000001,95
ref.py,Correct\006.py,0.8310000000000001,49.86000000000001,97
ref.py,Correct\007.py,0.532,31.92,94
ref.py,Correct\008.py,0.657,39.42,95
ref.py,Correct\009.py,0.634,38.04,93
ref.py,Correct\010.py,0.543,54.300000000000004,95
ref.py,Correct\011.py,0.635,38.1,99
ref.py,Correct\012.py,0.8890000000000001,88.9,99
ref.py,Correct\013.py,0.677,40.620000000000005,94
ref.py,Correct\014.py,0.624,62.4,96
ref.py,Correct\015.py,0.45,27.0,97
ref.py,Correct\016.py,0.8410000000000001,50.46000000000001,98
ref.py,Correct\017.py,0.8410000000000001,50.46000000000001,94
ref.py,Correct\018.py,0.707,42.419999999999995,97
ref.py,Correct\019.py,0.751,45.06,97
ref.py,Correct\020.py,0.559,55.900000000000006,97
ref.py,Correct\021.py,0.605,36.3,94
ref.py,Correct\022.py,0.486,29.16,88
ref.py,Correct\023.py,0.8890000000000001,88.9,96
ref.py,Correct\024.py,1.0,100.0,98
ref.py,Correct\025.py,0.644,38.64,94
ref.py,Correct\026.py,0.88,88.0,98
ref.py,Correct\027.py,0.41,41.0,97
ref.py,Correct\028.py,0.737,44.22,91
ref.py,Correct\029.py,0.495,29.7,93
ref.py,Correct\030.py,0.78,46.800000000000004,99
ref.py,Correct\031.py,0.8570000000000001,51.42000000000001,91
ref.py,Correct\032.py,0.76,45.6,99
ref.py,Correct\033.py,0.547,32.82,99
ref.py,Correct\034.py,0.776,77.60000000000001,99
ref.py,Correct\035.py,0.67,40.2,99
ref.py,Correct\036.py,0.791,47.46,99
ref.py,Correct\037.py,0.821,49.26,98
ref.py,Correct\001.py,0.53,31.8,78
ref.py,Correct\002.py,1.0,100.0,96
ref.py,Correct\003.py,1.0,100.0,98
ref.py,Correct\004.py,0.8550000000000001,85.50000000000001,97
ref.py,Correct\005.py,0.844,50.64,95
ref.py,Correct\006.py,0.844,50.64,97
ref.py,Correct\007.py,0.534,32.04,94
ref.py,Correct\008.py,0.645,38.7,95
ref.py,Correct\009.py,0.642,38.52,93
ref.py,Correct\010.py,0.509,50.9,95
ref.py,Correct\011.py,0.653,39.18,99
ref.py,Correct\012.py,0.892,89.2,99
ref.py,Correct\013.py,0.684,41.040000000000006,94
ref.py,Correct\014.py,0.605,60.5,96
ref.py,Correct\015.py,0.45399999999999996,27.24,97
ref.py,Correct\016.py,0.844,50.64,98
ref.py,Correct\017.py,0.844,50.64,94
ref.py,Correct\018.py,0.707,42.419999999999995,97
ref.py,Correct\019.py,0.739,44.339999999999996,97
ref.py,Correct\020.py,0.547,54.7,97
ref.py,Correct\021.py,0.636,38.160000000000004,94
ref.py,Correct\022.py,0.472,28.32,88
ref.py,Correct\023.py,0.892,89.2,96
ref.py,Correct\024.py,1.0,100.0,98
ref.py,Correct\025.py,0.664,39.84,94
ref.py,Correct\026.py,0.8870000000000001,88.70000000000002,98
ref.py,Correct\027.py,0.397,39.7,97
ref.py,Correct\028.py,0.739,44.339999999999996,91
ref.py,Correct\029.py,0.524,31.44,93
ref.py,Correct\030.py,0.792,47.52,99
ref.py,Correct\031.py,0.8570000000000001,51.42000000000001,91
ref.py,Correct\032.py,0.759,45.54,99
ref.py,Correct\033.py,0.563,33.779999999999994,99
ref.py,Correct\034.py,0.78,78.0,99
ref.py,Correct\035.py,0.677,40.620000000000005,99
ref.py,Correct\036.py,0.799,47.940000000000005,99
ref.py,Correct\037.py,0.8130000000000001,48.78,98
ref.py,Correct\038.py,0.919,91.9,97
ref.py,Correct\039.py,0.8730000000000001,87.30000000000001,99
ref.py,Correct\040.py,0.686,41.160000000000004,99
ref.py,Correct\041.py,0.764,45.84,99
ref.py,Correct\042.py,0.892,89.2,93
ref.py,Correct\043.py,0.844,50.64,97
ref.py,Correct\044.py,0.761,45.660000000000004,99
ref.py,Correct\045.py,0.765,45.9,98
ref.py,Correct\047.py,0.844,50.64,98
ref.py,Correct\048.py,0.729,72.89999999999999,96
ref.py,Correct\049.py,0.759,45.54,99
ref.py,Correct\050.py,0.769,46.14,97
ref.py,Correct\051.py,0.732,43.92,96
ref.py,Correct\052.py,0.8210000000000001,82.10000000000001,96
ref.py,Correct\053.py,0.844,50.64,97
ref.py,Correct\054.py,1.0,100.0,99
ref.py,Correct\055.py,0.522,52.2,98
ref.py,Correct\056.py,0.761,45.660000000000004,96
ref.py,Correct\057.py,0.806,48.36,97
ref.py,Correct\058.py,0.406,24.360000000000003,87
ref.py,Correct\060.py,0.8039999999999999,48.239999999999995,96
ref.py,Correct\061.py,0.799,47.940000000000005,99
ref.py,Correct\062.py,0.697,41.82,94
ref.py,Correct\063.py,0.696,41.76,92
ref.py,Correct\064.py,0.662,66.2,97
ref.py,Correct\065.py,0.892,89.2,97
ref.py,Correct\066.py,0.792,79.2,96
ref.py,Correct\067.py,0.844,50.64,95
ref.py,Correct\068.py,0.666,39.96,95
ref.py,Correct\069.py,0.844,50.64,96
ref.py,Correct\070.py,0.805,48.300000000000004,97
ref.py,Correct\071.py,0.41500000000000004,24.900000000000002,95
ref.py,Correct\072.py,0.442,44.2,98
ref.py,Correct\073.py,0.723,43.379999999999995,95
ref.py,Correct\074.py,0.792,47.52,95
ref.py,Correct\075.py,0.8290000000000001,49.74,92
ref.py,Correct\076.py,0.694,41.64,99
ref.py,Correct\077.py,0.8490000000000001,50.940000000000005,99
ref.py,Correct\078.py,0.98,98.0,99
ref.py,Correct\079.py,0.428,25.68,52
ref.py,Correct\080.py,0.892,89.2,99
ref.py,Correct\081.py,0.562,33.720000000000006,94
ref.py,Correct\082.py,0.681,68.10000000000001,98
ref.py,Correct\083.py,0.844,50.64,99
ref.py,Correct\084.py,0.844,50.64,96
ref.py,Correct\085.py,0.689,41.339999999999996,95
ref.py,Correct\086.py,0.736,44.16,99
ref.py,Correct\087.py,0.502,30.12,99
ref.py,Correct\088.py,0.9070000000000001,90.70000000000002,99
ref.py,Correct\089.py,0.565,33.9,95
ref.py,Correct\090.py,0.778,77.8,95
ref.py,Correct\091.py,0.908,90.8,98
ref.py,Correct\092.py,0.7,42.0,99
ref.py,Correct\093.py,0.6920000000000001,41.52,97
ref.py,Correct\094.py,1.0,100.0,99
ref.py,Correct\095.py,0.643,38.58,98
ref.py,Correct\096.py,0.729,72.89999999999999,98
ref.py,Correct\097.py,0.844,50.64,98
ref.py,Correct\098.py,0.796,47.760000000000005,96
